"","species","size","rep","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","model","pos"
"366","broad_ext","8","rep19",0.571533203125,0.975154769587113,-0.00256130098861642,-0.879940821467997,0.972180570172307,NA,0.511716356028298,0.000301140761925816,"glm",1.6
"386","broad_ext","8","rep20",0.64990234375,0.962419214030529,0.0514277681432332,0.971317131713171,0.965647639491508,NA,0.563797045946713,0.0101390881699167,"glm",1.6
"406","broad_ext","8","rep21",0.524658203125,0.976980390581179,0.000481856978139823,0.871287128712871,0.957341676032869,NA,0.49464123038115,0.0150559258400285,"glm",1.6
"426","broad_ext","8","rep22",0.59033203125,0.972703370868389,0.0237857716581708,0.922424242424242,0.0903570357035704,NA,0.561194310515704,0.00901774297411583,"glm",1.6
"446","broad_ext","8","rep23",0.697998046875,0.960986176181038,0.0394051660790581,0.981318972130727,0.917267985302048,NA,0.64067419535113,0.000283421130404807,"glm",1.6
"466","broad_ext","8","rep24",0.643798828125,0.969299138599535,0.0402476201717943,0.893622266250255,0.94042604260426,NA,0.624131506952374,0.0406143416663001,"glm",1.6
"486","broad_ext","8","rep25",0.711181640625,0.968100469598699,0.133571316338172,-0.995151515151515,0.991856621265183,NA,0.636811144544075,0.0102557663003543,"glm",1.6
"506","broad_ext","8","rep26",0.611083984375,0.976340081414797,0.00270748902955132,-0.935863240935849,0.979249924992499,NA,0.541594708973761,0.0803304681131497,"glm",1.6
"526","broad_ext","8","rep27",0.710205078125,0.966559554335827,0.183880662915016,0.779093909390939,0.980450045004501,NA,0.620415091535898,0.00724052971795785,"glm",1.6
"546","broad_ext","8","rep28",0.718994140625,0.964542658743628,0.0885666916478442,0.994512714554505,0.979249924992499,NA,0.655593584190929,0.0192978971290883,"glm",1.6
"566","broad_ext","8","rep29",0.703857421875,0.966489218941002,0.115739185421613,0.979614452947901,0.979249924992499,NA,0.673171757814515,0.0097482726124337,"glm",1.6
"586","broad_ext","8","rep30",0.628173828125,0.965851015663999,0.0460694170636775,-0.962963025420417,0.955923141912591,NA,0.612238835723488,0.0193941486362437,"glm",1.6
"606","broad_ext","8","rep31",0.735107421875,0.967409910390887,0.114211764924387,0.997928383062746,0.48007200720072,NA,0.677793128027662,0.0222461030457302,"glm",1.6
"626","broad_ext","8","rep32",0.6796875,0.956087034423588,0.0622826804146167,0.909956784816876,-0.810886870260332,NA,0.633528201516633,0.0251114830513566,"glm",1.6
"646","broad_ext","8","rep33",0.60986328125,0.965589877346097,0.0344214191441478,0.997275727572757,0.962183469159533,NA,0.568751472834579,0.0191533616426597,"glm",1.6
"666","broad_ext","8","rep34",0.697509765625,0.967514388706746,0.0593108012928954,0.975697569756976,0.979249924992499,NA,0.602065969373691,0.0144859024407667,"glm",1.6
"686","broad_ext","8","rep35",0.729736328125,0.964361366231079,0.0519398970811447,0.940249119563897,0.953865299089219,NA,0.678388632028043,0.0706848938265156,"glm",1.6
"706","broad_ext","8","rep36",0.666748046875,0.966924709040734,0.044462880345988,0.876159615961596,0.964002634193904,NA,0.63738018159376,0.00176221965683594,"glm",1.6
"726","broad_ext","8","rep37",0.691162109375,0.959059468899371,0.089409859927299,0.980413368756106,0.981530153015302,NA,0.618844859823382,0.00541839158141552,"glm",1.6
"746","broad_ext","8","rep38",0.687255859375,0.967637705294851,0.0598002873047853,0.998787878787879,0.887877336197557,NA,0.661660499897625,0.00189389583667009,"glm",1.6
"766","broad_ext","8","rep39",0.67822265625,0.967201468959339,0.109119084406493,0.940606060606061,0.998679867986799,NA,0.598843664586229,0.00592602496441895,"glm",1.6
"786","broad_ext","8","rep40",0.54443359375,0.964397778513646,0.0213510802464452,-0.861705221684375,0.888448844884488,NA,0.583339134392964,0.0262330471659791,"glm",1.6
"806","broad_ext","8","rep41",0.744873046875,0.967228849668075,0.139643393251003,0.936813681368137,0.973732617341752,NA,0.729037771125817,0.00314113891814957,"glm",1.6
"826","broad_ext","8","rep42",0.6533203125,0.9610758492169,0.0667935328506758,0.995151515151515,0.985398154515121,NA,0.617708271563461,0.0161317369014515,"glm",1.6
"846","broad_ext","8","rep43",0.705810546875,0.96894587914563,0.106384766320772,-0.596315631563156,0.979249924992499,NA,0.657792475812135,0.00667690176763025,"glm",1.6
"866","broad_ext","8","rep44",0.632568359375,0.966466118535007,0.0135751611840908,0.955009088718743,0.933289503447699,NA,0.575864269785288,0.114398345821968,"glm",1.6
"886","broad_ext","8","rep45",0.783203125,0.95824270713171,0.17099140664663,-0.908354429888443,0.912351754438737,NA,0.734502220299285,0.000227176765091404,"glm",1.6
"906","broad_ext","8","rep46",0.573486328125,0.968283032284311,0.0235609426662661,0.967792308779633,0.98943894389439,NA,0.521830349616971,0.0141900392494232,"glm",1.6
"926","broad_ext","8","rep47",0.69287109375,0.963486247786268,0.041520683058701,0.950178691423731,0.990668658987313,NA,0.614049716349663,0.0191499019783656,"glm",1.6
"946","broad_ext","8","rep48",0.646728515625,0.973072930213771,0.0726980502755267,-0.870053623292024,0.869881299391805,NA,0.65343173223667,0.0146745560152373,"glm",1.6
"966","broad_ext","8","rep49",0.629638671875,0.967724429509968,0.0351090024883209,0.990183917144986,-0.979249924992499,NA,0.556316744312814,0.0316354830478625,"glm",1.6
"986","broad_ext","8","rep50",0.738525390625,0.955853370211686,0.107731155265385,0.948302319842765,-0.955220037295349,NA,0.677277873297375,0.0298399071687446,"glm",1.6
"1006","broad_ext","8","rep51",0.70556640625,0.964458940015761,0.099987869305421,0.969457474240072,0.955220037295349,NA,0.698956148438183,0.0266422919093927,"glm",1.6
"1026","broad_ext","8","rep52",0.65478515625,0.970799287318504,0.0196215330952818,-0.984484422745101,0.899763030738992,NA,0.56908685642474,0.0020825973890037,"glm",1.6
"1046","broad_ext","8","rep53",0.64697265625,0.960990054420614,0.0453362590647971,-0.979107533658175,0.979249924992499,NA,0.624479353574406,0.00772181904863031,"glm",1.6
"1066","broad_ext","8","rep54",0.6290283203125,0.963587046525324,0.0320602741669626,0.980606060606061,0.896345703276897,NA,0.605272251531739,0.001248414521113,"glm",1.6
"1086","broad_ext","8","rep55",0.64306640625,0.958587514991414,0.0354191797654668,0.966358828250921,-0.94655596456176,NA,0.622704464640647,0.0482094064213548,"glm",1.6
"1106","broad_ext","8","rep56",0.724853515625,0.968257842840171,0.0762165522070313,0.996571082268508,0.992511251125113,NA,0.600111003994689,0.0462225773698204,"glm",1.6
"1126","broad_ext","8","rep57",0.669921875,0.967530043122426,0.0782709098780297,0.987206720672067,0.974536871421345,NA,0.622542890656762,0.0146568670411123,"glm",1.6
"1146","broad_ext","8","rep58",0.653564453125,0.96843549226097,0.00568269782356022,0.998787878787879,0.996634876884,NA,0.558226799616798,0.0687296301978379,"glm",1.6
"1166","broad_ext","8","rep59",0.676513671875,0.967988131995509,0.036062772749982,0.994370639285289,0.965950139322561,NA,0.59311012315675,0.0602690577671791,"glm",1.6
"1186","broad_ext","8","rep60",0.616943359375,0.968416910966327,0.00877656972389639,0.90720381410934,-0.839431374565481,NA,0.581835081322559,0.0116804042440531,"glm",1.6
"1206","broad_ext","8","rep61",0.6484375,0.966325625271394,0.0192396342422147,0.875959776317137,-0.952620081233448,NA,0.613051651489622,0.108136646082453,"glm",1.6
"1226","broad_ext","8","rep62",0.690185546875,0.96902179860385,0.0683883990841692,-0.965301178863046,0.992410665819928,NA,0.601367317475073,0.00371647325095452,"glm",1.6
