"","species","size","rep","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","model","pos"
"945","broad_avg","8","rep48",0.561767578125,0.975535910227494,0.00398709359292741,0.9997599759976,0.944848300563485,NA,0.540295820820967,0.0798012166128353,"glm",1.6
"965","broad_avg","8","rep49",0.59326171875,0.965775257613386,0.0180629803790569,-0.0190939093909391,0.965499156365024,NA,0.568694313495403,0.0381978821787916,"glm",1.6
"985","broad_avg","8","rep50",0.5263671875,0.979570685721253,7.7414817665505e-07,0.973098503243373,0.931593159315932,NA,0.514011031629653,0.0238349343189955,"glm",1.6
"1005","broad_avg","8","rep51",0.546142578125,0.974440801120818,0.00398799916653271,0.976237623762376,0.968883891343009,NA,0.534990890472009,0.123929961226726,"glm",1.6
"1025","broad_avg","8","rep52",0.602294921875,0.972211542702943,0.0157251769153762,-0.977230082167312,0.963001139066247,NA,0.532819399373883,0.00628864162214279,"glm",1.6
"1045","broad_avg","8","rep53",0.51220703125,0.977189846192556,-0.00162040335210293,0.963062435596783,0.888988898889889,NA,0.494178936001004,0.0366014484966775,"glm",1.6
"1065","broad_avg","8","rep54",0.590087890625,0.967206667947026,0.0210253524588874,0.99522092717929,0.998618949907616,NA,0.579732391987856,0.152876617359381,"glm",1.6
"1085","broad_avg","8","rep55",0.5966796875,0.971360070964124,0.0248189433597105,0.9599399939994,0.243024302430243,NA,0.596735191755783,0.0435171707425766,"glm",1.6
"1105","broad_avg","8","rep56",0.385009765625,0.984785216931421,-0.0343230569910495,0.984769564903253,-0.674419441944194,NA,0.42087123199019,0.0562001946768107,"glm",1.6
"1125","broad_avg","8","rep57",0.4931640625,0.975841780577444,-0.00124792370353352,-0.992768371100407,-0.557347734773477,NA,0.486357411724958,0.00580832217030302,"glm",1.6
"1145","broad_avg","8","rep58",0.675537109375,0.963426277026921,0.0558177982890964,0.990184821838078,0.984446444644465,NA,0.606124435580928,0.0299228477618454,"glm",1.6
"1165","broad_avg","8","rep59",0.66455078125,0.969576410245212,0.0804715837403681,0.945826582658266,0.987361306499622,NA,0.563903919504324,0.00360105286900779,"glm",1.6
"1185","broad_avg","8","rep60",0.455078125,0.984426604698551,-0.0181976418331712,0.938958712751639,0.903150315031503,NA,0.450003392143919,0.0428316049915721,"glm",1.6
"1205","broad_avg","8","rep61",0.5277099609375,0.977011097728275,0.000637526025801442,0.938433843384339,-0.0936453645364536,NA,0.510240923260289,0.0114167444684921,"glm",1.6
"1225","broad_avg","8","rep62",0.45458984375,0.97986309506086,0.0001728440640484,0.874611461146115,0.683072307230723,NA,0.521819485835026,0.0399323389925832,"glm",1.6
