"","species","size","rep","model","auc","RMSEWeighted","TjursR2","PC1_rankCor","PC3_rankCor","Rhat","pr_integral","varPC2Response","pos"
"261","broad_avg","16","rep17","glm",0.69873046875,0.938117958749786,0.026676197014296,0.996346906045735,0.885988598859886,NA,0.670351878176914,0.0510759878805036,3.84
"277","broad_avg","16","rep18","glm",0.680908203125,0.941696200801283,0.0251620885845202,0.982224262411259,0.985742574257426,NA,0.650451203707539,0.151388240445644,3.84
"293","broad_avg","16","rep19","glm",0.603271484375,0.939972904719586,0.0143820189832989,0.939321932193219,0.970897089708971,NA,0.593399321388898,0.0651915435560014,3.84
"309","broad_avg","16","rep20","glm",0.639892578125,0.936993230146727,0.023418007748656,0.971317131713171,0.960480072997907,NA,0.601868400192721,0.0374777009723548,3.84
"325","broad_avg","16","rep21","glm",0.581787109375,0.944557947618942,0.0089998072003847,0.979335010875258,0.885988598859886,NA,0.545132304520184,0.0564107467891334,3.84
"341","broad_avg","16","rep22","glm",0.642333984375,0.930882778035821,0.0224727037210858,0.98413449360105,0.993265825103562,NA,0.651029795157483,0.0087285816142381,3.84
"357","broad_avg","16","rep23","glm",0.611572265625,0.943496766999708,0.0115831527011446,0.996859782133769,-0.959423942394239,NA,0.568386083817971,0.0207513403794433,3.84
"373","broad_avg","16","rep24","glm",0.61572265625,0.939982829736552,0.0171963107734294,0.98413449360105,0.301242124212421,NA,0.586570850358697,0.125136256531113,3.84
"389","broad_avg","16","rep25","glm",0.62158203125,0.940802767688839,0.0118311685123458,0.996207620762076,0.997383738373837,NA,0.566152483801606,0.0137545724187308,3.84
"405","broad_avg","16","rep26","glm",0.6513671875,0.943437937342784,0.0141462518782508,0.996137607493996,0.934521452145215,NA,0.603179273073775,0.0275877092158434,3.84
"421","broad_avg","16","rep27","glm",0.63916015625,0.945991951649188,0.0155586831357654,0.953195319531953,0.958002367264853,NA,0.581132790722597,0.0216145775396212,3.84
"437","broad_avg","16","rep28","glm",0.6455078125,0.948305303224951,0.0145865251017601,0.938433843384339,0.885988598859886,NA,0.60423491077723,0.0217594889587035,3.84
"453","broad_avg","16","rep29","glm",0.64208984375,0.935124966976575,0.0197408257056849,0.99194461507575,0.977413324900754,NA,0.593290400267133,0.131722474185595,3.84
"469","broad_avg","16","rep30","glm",0.609130859375,0.941125065274753,0.0144048043197638,0.992120628606342,0.989446745612175,NA,0.562401194307228,0.0646589233477896,3.84
"485","broad_avg","16","rep31","glm",0.552978515625,0.947027475215225,0.00427104610335473,0.938433843384339,0.921032943298843,NA,0.513119377080439,0.0256400969133686,3.84
"501","broad_avg","16","rep32","glm",0.5849609375,0.946648450334872,0.00791851431852034,0.991406626845113,0.243024302430243,NA,0.571554520440006,0.0353177287644123,3.84
